V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,y
22.67,0.335,2,11,4,0.75,0,0,0,0,1,160,1,0,0.0,0.008214927278459072,0.3350000083446503,-15950.833984375,-0.033854179084300995,3.4028234663852886e+38,0
29.67,0.75,1,8,4,0.04,0,0,0,0,2,240,1,0,0.0,0.008214927278459072,0.75,-43114.1953125,-0.024207575246691704,3.4028234663852886e+38,1
48.33,12.0,2,7,4,16.0,1,0,0,0,1,110,1,1,-1.0,0.008214927278459072,12.0,-5473.73291015625,0.20674295723438266,3.4028234663852886e+38,1
69.17,9.0,2,1,1,4.0,0,1,1,0,2,70,7,0,0.0,0.008214927278459072,8.0,-692.0516967773438,0.17497870326042175,3.4028234663852886e+38,1
22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,1,-1.0,0.008214927278459072,11.585000038146973,-1587.471923828125,0.5540258288383484,3.4028234663852886e+38,0
33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,1,0.0,0.02233048714697361,0.16500000655651093,-121450.078125,-0.4074966907501221,3.4028234663852886e+38,1
38.92,1.665,2,6,4,0.25,0,0,0,0,2,0,391,0,0.0,0.008214927278459072,1.6649999618530271,-24.109865188598636,0.04290023818612099,3.4028234663852886e+38,0
23.42,0.79,1,11,4,1.5,1,1,2,1,2,80,401,1,0.0,0.02233048714697361,-1.2100000381469729,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,0
20.0,0.0,2,2,4,0.5,0,0,0,0,2,144,1,0,0.0,0.008214927278459072,0.0,-12054.162109375,-3.402823466385289e+38,3.4028234663852886e+38,1
36.33,3.79,2,9,4,1.165,1,0,0,1,2,200,1,0,1.0,0.02233048714697361,3.7899999618530273,-27932.515625,0.1121145561337471,3.4028234663852886e+38,1
24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1,0.0,0.02233048714697361,12.335000038146973,-7169.15283203125,0.5682127475738525,3.4028234663852886e+38,1
35.58,0.75,2,4,4,1.5,0,0,0,1,2,231,1,0,1.0,0.02233048714697361,0.75,-39419.31640625,-0.024207575246691704,3.4028234663852886e+38,1
20.0,11.045,2,8,4,2.0,0,0,0,1,2,136,1,0,1.0,0.02233048714697361,11.045000076293944,-10297.8251953125,0.2021191418170929,3.4028234663852886e+38,1
25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,1,-1.0,0.008214927278459072,0.75,-100725.2734375,-0.06506208330392838,3.4028234663852886e+38,1
24.33,6.625,1,2,4,5.5,1,0,0,1,1,100,1,1,0.0,0.02233048714697361,6.625,-3978.3125,0.15731777250766754,3.4028234663852886e+38,1
28.58,3.54,2,3,5,0.5,1,0,0,1,2,171,1,0,1.0,0.02233048714697361,3.539999961853028,-18926.796875,0.10637243837118147,3.4028234663852886e+38,0
22.17,2.25,2,3,4,0.125,0,0,0,0,2,160,11,0,0.0,0.008214927278459072,2.25,-15950.833984375,0.0682373195886612,3.4028234663852886e+38,1
17.92,0.54,2,8,4,1.75,0,1,1,1,2,80,6,0,1.0,0.02233048714697361,-0.4600000083446503,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,0
22.08,11.0,2,13,4,0.665,1,0,0,0,2,100,1,1,-1.0,0.008214927278459072,11.0,-3978.3125,0.5423071980476379,3.4028234663852886e+38,1
19.33,9.5,2,11,4,1.0,1,0,0,1,2,60,401,1,0.0,0.02233048714697361,9.5,3.368560791015625,0.5091513395309448,3.4028234663852886e+38,1
22.25,9.0,2,6,4,0.085,0,0,0,0,2,0,1,0,0.0,0.008214927278459072,9.0,-24.109865188598636,0.1848897933959961,3.4028234663852886e+38,1
28.92,0.375,2,8,4,0.29,0,0,0,0,2,220,141,0,0.0,0.008214927278459072,0.375,-35123.35546875,-0.0825338065624237,3.4028234663852886e+38,1
18.42,9.25,2,11,4,1.21,1,1,4,0,2,60,541,1,-1.0,0.008214927278459072,5.25,3.368560791015625,0.375024288892746,3.4028234663852886e+38,0
54.83,15.5,2,10,9,0.0,1,1,20,0,2,152,131,0,0.0,0.008214927278459072,-4.5,-13938.498046875,3.402823466385289e+38,3.4028234663852886e+38,1
34.42,1.335,2,3,5,0.125,0,0,0,1,2,440,4501,0,1.0,0.02233048714697361,1.3350000381469729,-167022.59375,0.024312693625688556,3.4028234663852886e+38,1
25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,0,1.0,0.02233048714697361,0.2899999916553497,-15950.833984375,-0.10416337847709656,3.4028234663852886e+38,1
32.25,0.165,1,8,8,3.25,1,1,1,1,2,432,8001,1,0.0,0.02233048714697361,-0.8349999785423279,-160530.265625,3.402823466385289e+38,3.4028234663852886e+38,1
31.57,4.0,1,3,4,0.085,0,0,0,1,2,411,1,0,1.0,0.02233048714697361,4.0,-144096.875,0.1166524663567543,3.4028234663852886e+38,1
24.83,2.75,2,8,4,2.25,1,1,6,0,2,184,601,1,-1.0,0.008214927278459072,-3.25,-22755.841796875,3.402823466385289e+38,3.4028234663852886e+38,1
29.5,2.0,1,10,8,2.0,0,0,0,0,2,256,18,0,0.0,0.008214927278459072,2.0,-50082.8671875,0.05832623317837715,3.4028234663852886e+38,0
19.67,10.0,1,4,8,0.835,1,0,0,1,2,140,1,0,1.0,0.02233048714697361,10.0,-11159.9931640625,0.19375555217266086,3.4028234663852886e+38,1
24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,0,0.0,0.008214927278459072,-1.9600000381469729,-21541.673828125,3.402823466385289e+38,3.4028234663852886e+38,0
28.67,14.5,2,2,4,0.125,0,0,0,0,2,0,287,0,0.0,0.008214927278459072,14.5,-24.109865188598636,0.22502149641513824,3.4028234663852886e+38,1
36.08,2.54,2,1,1,0.0,0,0,0,0,2,0,1001,0,0.0,0.008214927278459072,2.539999961853028,-24.109865188598636,0.07843878120183945,3.4028234663852886e+38,1
29.5,0.58,2,9,4,0.29,0,1,1,0,2,340,2804,0,0.0,0.008214927278459072,-0.41999998688697815,-95068.3984375,3.402823466385289e+38,3.4028234663852886e+38,1
41.0,2.04,1,11,8,0.125,1,1,23,1,2,455,1237,1,0.0,0.02233048714697361,-20.959999084472656,-179540.734375,3.402823466385289e+38,3.4028234663852886e+38,0
37.5,0.835,2,10,4,0.04,0,0,0,0,2,120,6,0,0.0,0.008214927278459072,0.8349999785423279,-7169.15283203125,-0.015173682011663912,3.4028234663852886e+38,1
15.83,0.585,2,8,8,1.5,1,1,2,0,2,100,1,1,-1.0,0.008214927278459072,-1.4149999618530271,-3978.3125,3.402823466385289e+38,3.4028234663852886e+38,0
40.83,3.5,2,3,5,0.5,0,0,0,0,1,1160,1,0,0.0,0.008214927278459072,3.5,-1275492.875,0.03878045827150345,3.4028234663852886e+38,0
18.83,4.415,1,8,8,3.0,1,0,0,0,2,240,1,1,-1.0,0.008214927278459072,4.414999961853027,-43114.1953125,0.3358488380908966,3.4028234663852886e+38,0
26.92,2.25,2,3,5,0.5,0,0,0,1,2,640,4001,0,1.0,0.02233048714697361,2.25,-370931.0,0.0682373195886612,3.4028234663852886e+38,1
31.57,5.0,1,6,4,8.5,1,0,0,0,2,0,1,0,0.0,0.008214927278459072,5.0,-24.109865188598636,0.13542932271957395,3.4028234663852886e+38,1
36.0,1.0,2,8,4,2.0,1,1,11,0,2,0,457,1,-1.0,0.008214927278459072,-10.0,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
31.58,0.75,1,6,4,3.5,0,0,0,1,2,320,1,0,1.0,0.02233048714697361,0.75,-83077.5546875,-0.024207575246691704,3.4028234663852886e+38,1
48.5,4.25,2,7,4,0.125,1,0,0,1,2,225,1,1,0.0,0.02233048714697361,4.25,-37046.06640625,0.32723468542099,3.4028234663852886e+38,1
20.75,5.085,1,5,4,0.29,0,0,0,0,2,140,185,0,0.0,0.008214927278459072,5.085000038146973,-11159.9931640625,0.13684779405593872,3.4028234663852886e+38,1
31.25,3.75,2,13,8,0.625,1,1,9,1,2,181,1,1,0.0,0.02233048714697361,-5.25,-21842.216796875,3.402823466385289e+38,3.4028234663852886e+38,0
23.17,0.0,2,13,4,0.085,1,0,0,0,2,0,1,1,-1.0,0.008214927278459072,0.0,-24.109865188598636,-3.402823466385289e+38,3.4028234663852886e+38,1
47.33,6.5,2,8,4,1.0,0,0,0,1,2,0,229,0,1.0,0.02233048714697361,6.5,-24.109865188598636,0.15750648081302646,3.4028234663852886e+38,1
22.5,8.46,1,14,4,2.46,0,0,0,0,2,164,1,1,-1.0,0.008214927278459072,8.460000038146973,-17005.001953125,0.4829298555850983,3.4028234663852886e+38,0
49.0,1.5,2,5,3,0.0,1,0,0,1,2,100,28,0,1.0,0.02233048714697361,1.5,-3978.3125,0.0341186597943306,3.4028234663852886e+38,0
29.25,14.79,2,6,4,5.04,1,1,5,1,2,168,1,1,0.0,0.02233048714697361,9.789999961853027,-18091.169921875,0.5159519314765929,3.4028234663852886e+38,1
48.08,3.75,2,3,5,1.0,0,0,0,0,2,100,3,0,0.0,0.008214927278459072,3.75,-3978.3125,0.11122175306081772,3.4028234663852886e+38,1
33.25,3.0,1,6,4,2.0,0,0,0,0,2,180,1,0,0.0,0.008214927278459072,3.0,-21541.673828125,0.09244489669799803,3.4028234663852886e+38,0
33.17,1.04,2,12,8,6.5,1,0,0,1,2,164,31286,1,0.0,0.02233048714697361,1.0399999618530271,-17005.001953125,0.008870134130120277,3.4028234663852886e+38,1
21.75,11.75,2,8,4,0.25,0,0,0,1,2,180,1,0,1.0,0.02233048714697361,11.75,-21541.673828125,0.2073257863521576,3.4028234663852886e+38,0
22.33,11.0,2,9,4,2.0,1,1,1,0,2,80,279,1,-1.0,0.008214927278459072,10.0,-1587.471923828125,0.5207518339157104,3.4028234663852886e+38,1
28.25,0.875,2,7,4,0.96,1,1,3,1,2,396,1,1,0.0,0.02233048714697361,-2.125,-132898.75,3.402823466385289e+38,3.4028234663852886e+38,1
39.08,4.0,2,8,4,3.0,0,0,0,0,2,480,1,0,0.0,0.008214927278459072,4.0,-201404.28125,0.1166524663567543,3.4028234663852886e+38,0
17.92,10.21,2,1,1,0.0,0,0,0,0,2,0,51,0,0.0,0.008214927278459072,10.210000038146973,-24.109865188598636,0.1955043375492096,3.4028234663852886e+38,0
32.33,7.5,2,10,5,1.585,1,0,0,1,1,420,1,0,1.0,0.02233048714697361,7.5,-151031.765625,0.06237321719527245,3.4028234663852886e+38,1
27.83,1.5,2,9,4,2.0,1,1,11,1,2,434,36,1,0.0,0.02233048714697361,-9.5,-162141.34375,3.402823466385289e+38,3.4028234663852886e+38,1
31.08,1.5,1,9,4,0.04,0,0,0,0,1,160,1,0,0.0,0.008214927278459072,1.5,-15950.833984375,0.01255155261605978,3.4028234663852886e+38,1
16.5,1.25,2,11,4,0.25,0,1,1,0,2,108,99,0,0.0,0.008214927278459072,0.25,-5158.64892578125,-0.1166524663567543,3.4028234663852886e+38,0
59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,1,0.0,0.02233048714697361,-2.25,3.368560791015625,3.402823466385289e+38,3.4028234663852886e+38,1
16.08,0.75,2,8,4,1.75,1,1,5,1,2,352,691,1,0.0,0.02233048714697361,-4.25,-102646.90625,3.402823466385289e+38,3.4028234663852886e+38,1
22.67,0.79,2,3,4,0.085,0,0,0,0,2,144,1,0,0.0,0.008214927278459072,0.7900000214576721,-12054.162109375,-0.01983531750738621,3.4028234663852886e+38,0
19.58,0.585,2,1,1,0.0,0,1,3,0,2,350,770,0,0.0,0.008214927278459072,-2.414999961853028,-101363.8203125,3.402823466385289e+38,3.4028234663852886e+38,1
30.58,10.665,2,11,8,0.085,0,1,12,1,2,129,4,0,1.0,0.02233048714697361,-1.3350000381469729,-8866.03125,3.402823466385289e+38,3.4028234663852886e+38,0
22.67,7.0,2,8,4,0.165,0,0,0,0,2,160,1,0,0.0,0.008214927278459072,7.0,-15950.833984375,0.16374243795871735,3.4028234663852886e+38,0
23.0,1.835,2,5,3,0.0,0,1,1,0,2,200,54,0,0.0,0.008214927278459072,0.8349999785423279,-27932.515625,-0.015173682011663912,3.4028234663852886e+38,0
25.58,0.335,2,4,8,3.5,0,0,0,1,2,340,1,0,1.0,0.02233048714697361,0.3350000083446503,-95068.3984375,-0.09202520549297333,3.4028234663852886e+38,1
19.42,6.5,2,9,8,1.46,1,1,7,0,2,80,2955,1,-1.0,0.008214927278459072,-0.5,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,1
52.83,15.0,2,8,4,5.5,1,1,14,0,2,0,2201,1,-1.0,0.008214927278459072,1.0,-24.109865188598636,0.0,3.4028234663852886e+38,0
39.33,5.875,2,13,8,10.0,1,1,14,1,2,399,1,1,0.0,0.02233048714697361,-8.125,-135102.375,3.402823466385289e+38,3.4028234663852886e+38,1
28.25,5.125,2,14,4,4.75,1,1,2,0,2,420,8,1,-1.0,0.008214927278459072,3.125,-151031.765625,0.2576940655708313,3.4028234663852886e+38,1
16.33,2.75,2,6,4,0.665,0,1,1,0,2,80,22,0,0.0,0.008214927278459072,1.75,-1587.471923828125,0.047089971601963036,3.4028234663852886e+38,1
17.33,9.5,2,6,4,1.75,0,1,10,1,2,0,11,0,1.0,0.02233048714697361,-0.5,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
34.5,4.04,1,3,5,8.5,1,1,7,1,2,195,1,1,0.0,0.02233048714697361,-2.9600000381469727,-26259.8046875,3.402823466385289e+38,3.4028234663852886e+38,1
23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,1,-1.0,0.008214927278459072,-4.125,-7169.15283203125,3.402823466385289e+38,3.4028234663852886e+38,0
27.67,2.04,2,9,4,0.25,0,0,0,1,2,180,51,0,1.0,0.02233048714697361,2.039999961853028,-21541.673828125,0.05999256670475006,3.4028234663852886e+38,0
32.17,1.46,2,9,4,1.085,1,1,16,0,2,120,2080,1,-1.0,0.008214927278459072,-14.539999961853027,-7169.15283203125,3.402823466385289e+38,3.4028234663852886e+38,0
21.5,6.0,2,6,4,2.5,1,1,3,0,2,80,919,1,-1.0,0.008214927278459072,3.0,-1587.471923828125,0.2484617829322815,3.4028234663852886e+38,0
21.17,0.0,2,8,4,0.5,0,0,0,1,1,0,1,0,1.0,0.02233048714697361,0.0,-24.109865188598636,-3.402823466385289e+38,3.4028234663852886e+38,1
21.83,0.25,2,2,8,0.665,1,0,0,1,2,0,1,1,0.0,0.02233048714697361,0.25,-24.109865188598636,-0.3135238587856293,3.4028234663852886e+38,1
22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,0,0.0,0.008214927278459072,6.164999961853027,-35123.35546875,0.1530539244413376,3.4028234663852886e+38,0
22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,1,-1.0,0.008214927278459072,2.539999961853028,-24.109865188598636,0.21081790328025815,3.4028234663852886e+38,1
25.0,12.5,2,6,4,3.0,1,0,0,1,1,20,1,1,0.0,0.02233048714697361,12.5,785.0496215820312,0.21013933420181274,3.4028234663852886e+38,1
21.25,1.5,2,9,4,1.5,0,0,0,0,2,150,9,1,-1.0,0.008214927278459072,1.5,-13455.4140625,0.09169984608888626,3.4028234663852886e+38,1
31.57,4.0,2,14,4,5.0,1,1,3,1,2,290,2280,1,0.0,0.02233048714697361,1.0,-66591.296875,0.0,3.4028234663852886e+38,1
39.42,1.71,1,7,4,0.165,0,0,0,0,1,400,1,0,0.0,0.008214927278459072,1.7100000381469729,-135840.921875,0.016607657074928284,3.4028234663852886e+38,1
21.92,11.665,2,4,8,0.085,0,0,0,0,2,320,6,0,0.0,0.008214927278459072,11.664999961853027,-83077.5546875,0.20671485364437106,3.4028234663852886e+38,0
29.17,3.5,2,9,4,3.5,1,1,3,1,2,329,1,0,1.0,0.02233048714697361,0.5,-88374.4375,-0.05832623317837715,3.4028234663852886e+38,1
26.75,2.0,2,2,4,0.75,0,0,0,1,2,80,1,0,1.0,0.02233048714697361,2.0,-1587.471923828125,0.05832623317837715,3.4028234663852886e+38,1
25.25,1.0,2,6,4,0.5,0,0,0,0,2,200,1,0,0.0,0.008214927278459072,1.0,-27932.515625,0.0,3.4028234663852886e+38,1
25.67,3.25,2,8,8,2.29,0,1,1,1,2,416,22,0,1.0,0.02233048714697361,2.25,-147929.59375,0.0682373195886612,3.4028234663852886e+38,1
37.5,1.125,1,2,4,1.5,0,0,0,1,2,431,1,1,0.0,0.02233048714697361,1.125,-159727.71875,0.026637770235538483,3.4028234663852886e+38,1
18.5,2.0,2,3,4,1.5,1,1,2,0,2,120,301,1,-1.0,0.008214927278459072,0.0,-7169.15283203125,-3.402823466385289e+38,3.4028234663852886e+38,1
33.17,3.04,1,8,8,2.04,1,1,1,1,2,180,18028,1,0.0,0.02233048714697361,2.039999961853028,-21541.673828125,0.16124048829078674,3.4028234663852886e+38,1
39.08,6.0,2,7,4,1.29,1,1,5,1,2,108,1098,1,0.0,0.02233048714697361,1.0,-5158.64892578125,0.0,3.4028234663852886e+38,1
21.08,10.085,1,10,8,1.25,0,0,0,0,2,260,1,0,0.0,0.008214927278459072,10.085000038146973,-51905.03515625,0.1944677829742432,3.4028234663852886e+38,1
18.08,6.75,1,7,4,0.04,0,0,0,0,2,140,1,0,0.0,0.008214927278459072,6.75,-11159.9931640625,0.16068221628665924,3.4028234663852886e+38,1
34.17,1.54,2,13,4,1.54,1,1,1,1,2,520,50001,1,0.0,0.02233048714697361,0.5400000214576721,-238985.96875,-0.13935643434524536,3.4028234663852886e+38,1
39.83,0.5,2,7,4,0.25,1,0,0,0,1,288,1,0,0.0,0.008214927278459072,0.5,-65556.2109375,-0.021457022055983543,3.4028234663852886e+38,1
37.5,1.75,1,8,5,0.25,1,0,0,1,2,164,401,0,1.0,0.02233048714697361,1.75,-17005.001953125,0.047089971601963036,3.4028234663852886e+38,1
62.75,7.0,2,10,9,0.0,0,0,0,0,2,0,13,0,0.0,0.008214927278459072,7.0,-24.109865188598636,0.16374243795871735,3.4028234663852886e+38,1
39.92,5.0,2,3,5,0.21,0,0,0,0,2,550,1,0,0.0,0.008214927278459072,5.0,-269272.21875,0.13542932271957395,3.4028234663852886e+38,1
26.25,1.54,2,9,4,0.125,0,0,0,0,2,100,1,0,0.0,0.008214927278459072,1.5399999618530271,-3978.3125,0.036333180963993066,3.4028234663852886e+38,1
27.42,12.5,2,6,5,0.25,0,0,0,1,2,720,1,0,1.0,0.02233048714697361,12.5,-474894.375,0.2125324159860611,3.4028234663852886e+38,1
26.75,4.5,1,8,5,2.5,0,0,0,0,2,200,1211,0,0.0,0.008214927278459072,4.5,-27932.515625,0.12656354904174805,3.4028234663852886e+38,1
23.42,1.0,2,8,4,0.5,0,0,0,1,1,280,1,0,1.0,0.02233048714697361,1.0,-61495.87890625,0.0,3.4028234663852886e+38,1
25.67,12.5,2,13,4,1.21,1,1,67,1,2,140,259,1,0.0,0.02233048714697361,-54.5,-11159.9931640625,3.402823466385289e+38,3.4028234663852886e+38,1
47.42,3.0,2,14,4,13.875,1,1,2,1,2,519,1705,1,0.0,0.02233048714697361,1.0,-238007.421875,0.0,3.4028234663852886e+38,0
25.92,0.875,2,4,4,0.375,0,1,2,1,2,174,4,0,1.0,0.02233048714697361,-1.125,-19780.421875,3.402823466385289e+38,3.4028234663852886e+38,1
26.17,0.25,2,3,5,0.0,1,0,0,1,2,0,1,1,0.0,0.02233048714697361,0.25,-24.109865188598636,-0.3135238587856293,3.4028234663852886e+38,1
33.67,2.165,2,8,4,1.5,0,0,0,0,3,120,1,0,0.0,0.008214927278459072,2.164999961853028,-7169.15283203125,0.17667970061302185,3.4028234663852886e+38,1
15.92,2.875,2,11,4,0.085,0,0,0,0,2,120,1,0,0.0,0.008214927278459072,2.875,-7169.15283203125,0.08886363357305528,3.4028234663852886e+38,0
18.92,9.25,1,8,4,1.0,1,1,4,1,2,80,501,1,0.0,0.02233048714697361,5.25,-1587.471923828125,0.375024288892746,3.4028234663852886e+38,0
68.67,15.0,2,10,9,0.0,1,1,14,0,2,0,3377,1,-1.0,0.008214927278459072,1.0,-24.109865188598636,0.0,3.4028234663852886e+38,0
22.67,0.75,2,8,4,2.0,0,1,2,1,2,200,395,0,1.0,0.02233048714697361,-1.25,-27932.515625,3.402823466385289e+38,3.4028234663852886e+38,0
28.42,3.5,2,9,4,0.835,1,0,0,0,1,280,1,1,-1.0,0.008214927278459072,3.5,-61495.87890625,0.10422924160957336,3.4028234663852886e+38,0
35.75,0.915,2,6,4,0.75,1,1,4,0,2,0,1584,1,-1.0,0.008214927278459072,-3.0850000381469727,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
40.92,0.5,1,7,4,0.5,0,0,0,1,2,130,1,0,1.0,0.02233048714697361,0.5,-9064.5732421875,-0.05832623317837715,3.4028234663852886e+38,1
32.92,2.5,2,6,4,1.75,0,1,2,1,2,720,1,0,1.0,0.02233048714697361,0.5,-474894.375,-0.05832623317837715,3.4028234663852886e+38,1
21.42,0.75,1,12,7,0.75,0,0,0,1,2,132,3,0,1.0,0.02233048714697361,0.75,-9467.6572265625,-0.024207575246691704,3.4028234663852886e+38,1
36.67,3.25,2,11,8,9.0,1,0,0,1,2,102,640,1,0.0,0.02233048714697361,3.25,-4261.396484375,0.2665642201900482,3.4028234663852886e+38,1
29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,0,0.0,0.008214927278459072,2.039999961853028,-8669.4892578125,0.05999256670475006,3.4028234663852886e+38,1
24.08,0.875,2,7,4,0.085,0,1,4,0,2,254,1951,0,0.0,0.008214927278459072,-3.125,-49183.78515625,3.402823466385289e+38,3.4028234663852886e+38,1
33.67,1.25,2,9,4,1.165,0,0,0,0,2,120,1,0,0.0,0.008214927278459072,1.25,-7169.15283203125,0.018776852637529373,3.4028234663852886e+38,1
26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,0,1.0,0.02233048714697361,12.5,-24.109865188598636,0.2125324159860611,3.4028234663852886e+38,1
31.57,0.04,1,2,4,4.25,0,0,0,1,2,460,1,0,1.0,0.02233048714697361,0.03999999910593033,-183813.4375,-0.27085864543914795,3.4028234663852886e+38,1
31.57,1.5,2,1,1,0.0,0,1,2,1,2,200,106,0,1.0,0.02233048714697361,-0.5,-27932.515625,3.402823466385289e+38,3.4028234663852886e+38,0
40.33,8.125,1,4,4,0.165,0,1,2,0,2,184,19,0,0.0,0.008214927278459072,6.125,-22755.841796875,0.15250617265701294,3.4028234663852886e+38,0
56.83,4.25,1,1,1,5.0,0,0,0,1,2,0,5,0,1.0,0.02233048714697361,4.25,-24.109865188598636,0.12175384163856505,3.4028234663852886e+38,0
33.75,2.75,2,3,5,0.0,0,0,0,0,2,180,1,0,0.0,0.008214927278459072,2.75,-21541.673828125,0.08512315154075623,3.4028234663852886e+38,1
42.17,5.04,2,11,8,12.75,1,0,0,1,2,92,1,1,0.0,0.02233048714697361,5.039999961853027,-2925.976318359375,0.36579200625419617,3.4028234663852886e+38,1
16.17,0.04,2,8,4,0.04,0,0,0,0,2,0,1,1,-1.0,0.008214927278459072,0.03999999910593033,-24.109865188598636,-0.727979838848114,3.4028234663852886e+38,1
38.67,0.21,2,4,4,0.085,1,0,0,1,2,280,1,1,0.0,0.02233048714697361,0.20999999344348907,-61495.87890625,-0.35295554995536804,3.4028234663852886e+38,1
25.0,12.33,2,13,8,3.5,1,1,6,0,2,400,459,1,-1.0,0.008214927278459072,6.329999923706055,-135840.921875,0.4173324704170227,3.4028234663852886e+38,0
31.57,11.25,2,1,1,0.0,0,0,0,0,2,184,5201,0,0.0,0.008214927278459072,11.25,-22755.841796875,0.2036666423082352,3.4028234663852886e+38,0
45.83,10.5,2,11,4,5.0,1,1,7,1,2,0,1,1,0.0,0.02233048714697361,3.5,-24.109865188598636,0.2833244502544403,3.4028234663852886e+38,0
23.75,0.71,2,9,4,0.25,0,1,1,1,2,240,5,0,1.0,0.02233048714697361,-0.2899999916553497,-43114.1953125,3.402823466385289e+38,3.4028234663852886e+38,0
35.75,2.415,2,9,4,0.125,0,1,2,0,2,220,2,0,0.0,0.008214927278459072,0.4149999916553497,-35123.35546875,-0.07400530576705933,3.4028234663852886e+38,1
32.75,1.5,2,13,8,5.5,1,1,3,1,2,0,1,1,0.0,0.02233048714697361,-1.5,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,1
38.75,1.5,2,1,1,0.0,0,0,0,0,2,76,1,0,0.0,0.008214927278459072,1.5,-1205.3038330078125,0.0341186597943306,3.4028234663852886e+38,0
26.5,2.71,1,8,4,0.085,0,0,0,0,1,80,1,0,0.0,0.008214927278459072,2.7100000381469727,-1587.471923828125,0.030861482024192814,3.4028234663852886e+38,0
18.33,1.21,1,10,2,0.0,0,0,0,0,2,100,1,0,0.0,0.008214927278459072,1.2100000381469729,-3978.3125,0.016040127724409103,3.4028234663852886e+38,1
32.42,3.0,2,2,4,0.165,0,0,0,1,2,120,1,0,1.0,0.02233048714697361,3.0,-7169.15283203125,0.09244489669799803,3.4028234663852886e+38,1
20.5,2.415,2,8,4,2.0,1,1,11,1,2,200,3001,1,0.0,0.02233048714697361,-8.585000038146973,-27932.515625,3.402823466385289e+38,3.4028234663852886e+38,1
39.17,2.5,1,3,8,10.0,0,0,0,1,1,200,1,0,1.0,0.02233048714697361,2.5,-27932.515625,0.02836464159190655,3.4028234663852886e+38,1
31.42,15.5,2,8,4,0.5,1,0,0,0,2,120,1,0,0.0,0.008214927278459072,15.5,-7169.15283203125,0.23063337802886966,3.4028234663852886e+38,1
23.75,0.415,1,8,4,0.04,0,1,2,0,2,128,7,0,0.0,0.008214927278459072,-1.5850000381469729,-8669.4892578125,3.402823466385289e+38,3.4028234663852886e+38,1
49.83,13.585,2,4,8,8.5,1,0,0,1,2,0,1,1,0.0,0.02233048714697361,13.585000038146973,-24.109865188598636,0.5900429487228394,3.4028234663852886e+38,0
36.67,4.415,1,4,4,0.25,1,1,10,1,2,320,1,1,0.0,0.02233048714697361,-5.585000038146973,-83077.5546875,3.402823466385289e+38,3.4028234663852886e+38,1
41.58,1.04,2,6,4,0.665,0,0,0,0,2,240,238,0,0.0,0.008214927278459072,1.0399999618530271,-43114.1953125,0.003300301032140851,3.4028234663852886e+38,0
42.75,3.0,2,3,5,1.0,1,0,0,0,2,0,201,0,0.0,0.008214927278459072,3.0,-24.109865188598636,0.09244489669799803,3.4028234663852886e+38,1
24.5,2.415,1,8,4,0.0,0,0,0,0,2,120,1,0,0.0,0.008214927278459072,2.414999961853028,-7169.15283203125,0.07419232279062271,3.4028234663852886e+38,0
23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,1,-1.0,0.008214927278459072,0.6650000214576721,-3978.3125,-0.09226594865322113,3.4028234663852886e+38,1
30.5,6.5,2,8,5,4.0,1,1,7,1,2,0,3066,1,0.0,0.02233048714697361,-0.5,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
35.25,16.5,1,8,4,4.0,1,0,0,0,2,80,1,0,0.0,0.008214927278459072,16.5,-1587.471923828125,0.23589427769184115,3.4028234663852886e+38,1
18.83,0.415,1,8,4,0.165,0,1,1,0,2,200,2,0,0.0,0.008214927278459072,-0.5849999785423279,-27932.515625,3.402823466385289e+38,3.4028234663852886e+38,1
19.67,0.375,2,11,4,2.0,1,1,2,1,2,80,1,1,0.0,0.02233048714697361,-1.625,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,1
36.75,5.125,2,10,4,5.0,1,0,0,1,2,0,4001,1,0.0,0.02233048714697361,5.125,-24.109865188598636,0.3695743978023529,3.4028234663852886e+38,0
28.33,5.0,2,9,4,11.0,1,0,0,1,2,70,1,1,0.0,0.02233048714697361,5.0,-692.0516967773438,0.363989919424057,3.4028234663852886e+38,1
